age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y
51,0,3,0,0,3415,1,0,19,2,677,1,-1,0,0
50,0,0,0,0,4045,0,0,19,2,167,1,-1,0,0
43,8,0,0,0,4324,1,0,19,2,105,1,-1,0,0
41,9,0,3,0,2636,0,0,19,2,318,1,-1,0,0
54,7,0,1,0,0,0,0,19,2,220,1,-1,0,0
45,6,0,1,0,825,0,0,19,2,140,1,-1,0,0
40,3,0,1,0,273,1,0,19,2,1082,1,-1,0,0
57,5,0,1,0,712,1,1,19,2,824,1,-1,0,0
39,3,3,1,0,37,0,1,19,2,248,1,-1,0,0
59,5,0,3,0,143,1,0,19,2,11,1,-1,0,0
44,0,0,0,0,7177,0,0,19,2,89,2,-1,0,0
44,3,1,3,0,1308,0,1,19,2,161,1,-1,0,0
55,7,0,1,0,557,0,0,19,2,58,1,-1,0,0
45,7,3,1,0,1381,0,0,19,2,653,2,-1,0,0
59,1,0,1,0,2528,0,1,19,2,216,1,-1,0,0
41,1,3,1,0,586,1,0,19,2,223,1,-1,0,0
40,7,0,1,0,1358,0,0,19,2,96,1,-1,0,0
43,6,0,1,0,1113,0,0,19,2,477,7,-1,0,0
50,3,0,3,0,1179,0,0,19,2,30,1,-1,0,0
36,0,3,1,0,47,0,0,19,2,159,1,-1,0,0
59,6,0,1,0,1365,0,0,19,2,327,1,-1,0,0
40,3,0,3,0,607,1,0,19,2,432,1,-1,0,0
42,6,1,1,0,283,1,0,19,2,446,1,-1,0,0
57,5,0,4,0,1621,1,0,19,2,108,1,-1,0,0
46,3,0,3,0,1844,0,0,19,2,29,1,-1,0,0
38,0,0,4,0,3053,0,0,19,2,178,1,-1,0,0
40,9,1,3,0,5613,1,0,19,2,152,2,-1,0,0
52,2,3,1,0,302,0,0,19,2,169,2,-1,0,0
37,6,1,1,0,124,1,0,19,2,635,3,-1,0,0
52,9,0,3,0,425,0,0,19,2,122,1,-1,0,0
48,3,0,3,0,343,0,0,19,2,136,1,-1,0,0
42,3,1,3,0,1401,1,0,19,2,69,1,-1,0,0
37,3,0,3,0,0,1,0,19,2,129,3,-1,0,0
46,9,0,3,0,641,1,0,19,2,201,1,-1,0,0
41,3,3,1,0,3622,0,0,19,2,1135,4,-1,0,1
45,3,0,3,0,351,1,0,19,2,66,1,-1,0,0
57,6,1,1,0,5768,1,0,19,2,512,1,-1,0,1
57,3,3,1,0,1795,1,0,19,2,818,1,-1,0,0
36,9,0,4,0,1437,0,0,19,2,810,2,-1,0,0
35,8,0,0,0,1833,0,0,19,2,138,1,-1,0,0
52,0,0,0,0,3737,1,0,19,2,574,4,-1,0,0
56,6,0,1,0,6005,1,0,19,2,44,6,-1,0,0
37,3,0,3,0,253,1,0,19,2,145,2,-1,0,0
41,9,3,1,0,271,1,0,19,2,196,2,-1,0,0
48,7,0,1,0,334,0,1,19,2,270,2,-1,0,0
54,3,0,3,0,211,0,0,19,2,200,2,-1,0,0
50,6,3,4,0,4204,0,0,19,2,335,2,-1,0,0
56,5,0,1,1,101,0,1,19,2,330,1,-1,0,0
41,6,3,1,0,256,0,0,19,2,91,1,-1,0,0
48,3,1,4,0,2961,0,0,19,2,361,1,-1,0,0
51,0,0,1,0,2604,0,0,19,2,64,1,-1,0,0
35,0,1,0,0,2808,1,0,19,2,221,12,-1,0,0
40,6,0,1,0,1,0,0,19,2,84,3,-1,0,0
48,8,0,3,0,1204,1,0,19,2,53,1,-1,0,0
47,5,3,1,0,0,0,0,19,2,141,1,-1,0,0
56,3,0,1,0,771,1,1,19,2,254,1,-1,0,0
55,5,3,1,0,1580,0,1,19,2,1007,1,-1,0,1
52,3,0,3,0,1409,1,0,19,2,224,1,-1,0,0
38,5,1,4,0,62,0,0,19,2,212,1,-1,0,0
52,3,3,3,0,2800,0,0,19,2,149,1,-1,0,0
47,6,0,4,0,989,0,0,19,2,116,1,-1,0,0
46,3,3,3,0,1712,0,0,19,2,110,1,-1,0,0
56,9,0,1,0,216,0,0,19,2,77,1,-1,0,0
37,1,0,4,0,47,0,0,19,2,374,3,-1,0,0
38,3,0,3,0,2322,0,0,19,2,207,1,-1,0,0
41,3,3,1,0,1,0,1,19,2,289,1,-1,0,0
53,7,0,1,0,2774,0,1,19,2,193,1,-1,0,0
40,3,0,3,0,2132,0,0,19,2,143,1,-1,0,0
55,9,1,3,0,10183,0,0,19,2,106,1,-1,0,0
47,10,0,3,0,823,0,0,19,2,191,3,-1,0,0
42,6,0,1,0,0,0,0,19,2,370,1,-1,0,0
54,5,0,1,0,6449,0,0,19,2,487,1,-1,0,0
49,3,0,3,0,98,0,1,19,2,534,1,-1,0,0
49,2,0,3,0,563,0,0,19,2,84,1,-1,0,0
44,1,0,4,0,1127,1,0,19,2,118,4,-1,0,0
47,9,0,1,0,0,0,0,19,2,284,1,-1,0,0
51,2,0,3,0,4711,0,0,19,2,253,1,-1,0,0
46,3,0,1,0,1120,0,1,19,2,786,1,-1,0,0
59,2,0,3,0,0,0,0,19,2,239,1,-1,0,0
50,3,0,4,0,1389,1,0,19,2,162,3,-1,0,0
38,9,0,3,0,338,0,0,19,2,219,2,-1,0,0
39,10,0,0,0,4,1,1,19,2,185,1,-1,0,0
58,7,0,1,0,5087,0,0,19,2,135,1,-1,0,0
41,1,0,0,0,-378,1,1,19,2,252,2,-1,0,0
45,0,0,0,0,9711,0,0,19,2,416,3,-1,0,0
36,7,0,1,0,3972,1,1,19,2,32,1,-1,0,0
46,3,3,1,0,2441,0,0,19,2,217,2,-1,0,0
56,8,0,0,0,411,0,0,19,2,145,4,-1,0,0
24,1,0,1,0,691,1,0,19,2,93,2,-1,0,0
51,3,0,3,0,1938,0,0,19,2,61,1,-1,0,0
29,3,0,1,0,508,1,1,19,2,262,5,-1,0,0
42,6,1,4,0,22,0,0,19,2,246,3,-1,0,0
51,0,0,0,0,3134,0,0,19,2,92,3,-1,0,0
53,1,0,1,0,1319,0,0,19,2,1318,3,-1,0,1
23,1,1,1,0,-782,1,1,19,2,197,10,-1,0,0
47,1,3,1,0,5735,0,0,19,2,282,4,-1,0,0
55,10,0,3,0,2152,0,0,19,2,922,2,-1,0,1
52,2,0,0,0,0,0,0,19,2,163,3,-1,0,0
50,2,0,1,0,1857,0,1,19,2,26,2,-1,0,0
48,0,0,0,0,13501,0,0,19,2,63,2,-1,0,0
37,6,0,1,0,0,0,1,19,2,176,2,-1,0,0
39,7,0,1,0,2843,1,0,19,2,585,1,-1,0,1
53,6,0,1,0,2955,0,0,19,2,605,1,-1,0,0
20,6,1,1,0,66,1,0,19,2,75,2,-1,0,0
38,1,0,1,0,634,0,0,19,2,211,2,-1,0,0
36,0,0,0,0,1352,0,0,19,2,2028,1,-1,0,1
57,9,0,0,0,209,0,0,19,2,453,1,-1,0,0
28,3,0,3,0,237,1,0,19,2,498,7,-1,0,0
40,7,0,3,0,2469,0,1,19,2,202,2,-1,0,0
40,4,0,4,0,35,0,0,19,2,40,1,-1,0,0
50,3,0,3,0,59,0,0,19,2,184,1,-1,0,0
55,3,0,3,0,5109,0,0,19,2,55,1,-1,0,0
40,2,0,0,1,0,0,0,19,2,952,4,-1,0,1
55,5,0,3,0,868,0,0,19,2,207,1,-1,0,0
36,3,1,1,0,0,0,0,19,2,238,1,-1,0,0
53,5,0,3,0,828,1,0,19,2,232,1,-1,0,0
38,1,1,1,0,207,0,0,19,2,76,2,-1,0,0
35,1,1,1,0,23,1,0,19,2,113,2,-1,0,0
44,3,0,1,0,17,1,0,19,2,153,14,-1,0,0
60,4,0,4,0,652,0,0,19,2,525,1,-1,0,0
55,0,0,4,0,179,0,0,19,2,97,1,-1,0,0
54,5,0,1,0,3846,1,1,19,2,216,2,-1,0,0
39,6,1,1,0,0,0,1,19,2,142,1,-1,0,0
54,10,0,3,0,774,0,0,19,2,290,1,-1,0,0
39,2,0,0,0,6495,0,0,19,2,280,3,-1,0,0
52,6,0,1,0,422,0,0,19,2,559,1,-1,0,0
46,4,1,4,0,63,0,0,19,2,235,1,-1,0,0
51,3,0,3,0,91,0,1,19,2,368,2,-1,0,0
56,6,0,1,0,5310,0,0,19,2,74,1,-1,0,0
52,5,0,1,0,1282,0,0,19,2,148,5,-1,0,0
55,10,0,3,0,1537,0,0,19,2,359,1,-1,0,0
44,3,0,3,0,1669,0,0,19,2,64,2,-1,0,0
59,5,0,3,0,1115,0,0,19,2,834,1,-1,0,1
36,6,0,1,0,4280,0,0,19,2,227,6,-1,0,0
42,0,0,4,0,587,1,0,19,2,16,9,-1,0,0
57,1,0,1,0,1070,0,0,19,2,73,1,-1,0,0
37,6,3,1,0,796,0,0,19,2,104,1,-1,0,0
57,1,0,1,0,461,1,0,19,2,69,2,-1,0,0
43,3,3,1,0,1138,0,0,19,2,65,1,-1,0,0
39,4,0,3,0,2860,0,0,19,2,133,1,-1,0,0
56,1,0,1,0,2558,0,0,19,2,288,1,-1,0,0
55,3,3,3,0,0,0,0,19,2,120,1,-1,0,0
49,0,0,0,0,3022,0,0,19,2,38,1,-1,0,0
38,3,1,1,0,48,0,0,19,2,43,3,-1,0,0
41,10,0,1,0,876,0,0,19,2,78,1,-1,0,0
46,10,3,3,0,148,0,0,19,2,166,1,-1,0,0
47,7,0,1,0,759,1,0,19,2,30,2,-1,0,0
36,6,0,1,0,4011,0,0,19,2,10,16,-1,0,0
36,8,1,0,0,1923,0,0,19,2,219,1,-1,0,0
48,7,3,3,0,-110,0,1,19,2,164,2,-1,0,0
52,6,3,1,0,98,0,1,19,2,148,1,-1,0,0
37,6,0,1,0,313,1,0,19,2,11,7,-1,0,0
36,3,0,3,0,-453,1,0,19,2,130,1,-1,0,0
51,9,0,1,0,-267,0,1,19,2,208,2,-1,0,0
59,10,0,3,0,1071,0,0,19,2,140,1,-1,0,0
41,3,1,0,0,6025,0,0,19,2,559,1,-1,0,0
57,5,0,1,0,2020,0,0,19,2,93,4,-1,0,0
46,3,0,4,0,626,1,0,19,2,177,2,-1,0,0
42,7,3,1,0,241,1,0,19,2,405,2,-1,0,0
45,0,0,0,0,-52,1,0,19,2,202,1,-1,0,0
39,3,1,1,0,1986,0,1,19,2,367,1,-1,0,0
55,1,0,3,0,202,0,1,19,2,60,1,-1,0,0
36,7,0,1,0,472,1,0,19,2,1017,1,-1,0,0
43,4,0,0,0,1937,0,0,19,2,385,1,-1,0,0
48,8,0,3,0,3062,0,0,19,2,237,5,-1,0,0
53,7,0,1,0,76,1,0,19,2,237,2,-1,0,0
28,1,1,1,0,593,1,0,19,2,202,1,-1,0,0
28,3,0,3,0,182,1,0,19,2,153,1,-1,0,0
25,11,1,1,0,722,1,0,19,2,172,1,-1,0,0
38,8,3,1,0,2674,1,0,19,2,163,2,-1,0,0
51,0,3,1,0,2843,1,0,19,2,97,2,-1,0,0
28,3,1,3,0,2340,1,0,19,2,399,1,-1,0,0
26,3,0,3,0,-157,1,0,19,2,60,1,-1,0,0
26,3,0,1,0,1028,1,1,19,2,431,1,-1,0,0
54,5,3,3,0,52,0,0,19,2,184,3,-1,0,0
29,1,0,1,0,7836,1,0,19,2,155,1,-1,0,0
52,5,3,0,0,-309,1,0,19,2,500,2,-1,0,1
50,7,0,1,0,3374,0,0,19,2,27,2,-1,0,0
44,2,0,1,0,168,0,0,19,2,167,2,-1,0,0
37,0,0,1,0,121,0,1,19,2,89,2,-1,0,0
39,7,1,1,0,2453,0,0,19,2,92,2,-1,0,0
28,1,1,0,0,940,1,0,19,2,296,1,-1,0,0
29,6,1,1,0,613,1,0,19,2,779,1,-1,0,0
47,2,0,1,0,0,0,0,19,2,563,2,-1,0,0
38,3,0,1,0,1403,0,0,19,2,146,2,-1,0,0
35,0,1,0,0,250,0,0,19,2,92,2,-1,0,0
40,3,0,3,0,-108,1,0,19,2,149,3,-1,0,0
48,1,0,1,0,7,0,0,19,2,354,7,-1,0,0
47,6,0,1,0,4923,0,0,19,2,121,3,-1,0,0
40,0,0,0,0,20,1,0,19,2,106,2,-1,0,0
41,2,0,0,0,5736,1,1,19,2,136,2,-1,0,0
26,1,1,1,0,-859,1,0,19,2,297,1,-1,0,0
25,3,0,1,0,1782,1,0,19,2,549,1,-1,0,0
28,3,0,1,0,1331,1,1,19,2,267,2,-1,0,0
35,9,0,1,0,2228,0,0,19,2,461,2,-1,0,0
38,6,1,1,0,435,0,0,19,2,117,2,-1,0,0
29,6,1,1,0,732,1,0,19,2,409,1,-1,0,0
23,6,0,1,0,299,1,0,19,2,104,1,-1,0,0
55,10,0,3,0,136,1,0,19,2,15,10,-1,0,0
61,4,0,0,0,50,0,0,19,2,216,2,-1,0,0
29,2,0,1,0,0,1,0,19,2,211,1,-1,0,0
36,8,0,3,0,2022,0,0,19,2,71,2,-1,0,0
48,3,0,3,0,237,1,0,19,2,18,18,-1,0,0
42,3,1,1,0,625,0,0,19,2,651,3,-1,0,1
45,1,0,0,0,377,1,0,19,2,835,3,-1,0,1
41,3,0,3,0,246,0,0,19,2,683,3,-1,0,1
45,10,0,1,0,870,0,1,19,2,258,2,-1,0,0
43,6,1,4,0,682,0,0,19,2,156,6,-1,0,0
27,3,0,1,0,61,1,0,19,2,1012,1,-1,0,1
45,6,1,1,0,-198,1,0,19,2,130,25,-1,0,0
44,1,1,3,0,148,0,0,19,2,311,2,-1,0,0
42,0,3,1,1,923,1,0,19,2,129,2,-1,0,0
47,9,3,1,0,176,0,0,19,2,91,2,-1,0,0
37,4,0,1,0,5700,0,0,19,2,49,2,-1,0,0
39,3,0,3,0,1473,1,0,19,2,112,4,-1,0,0
45,1,0,3,0,3388,0,0,19,2,36,7,-1,0,0
39,3,0,3,0,1046,0,0,19,2,112,4,-1,0,0
25,3,1,1,0,-191,1,0,19,2,958,7,-1,0,1
38,3,3,1,0,1686,1,0,19,2,9,28,-1,0,0
34,1,1,1,0,6053,1,0,19,2,26,5,-1,0,0
41,10,1,1,0,2184,0,0,19,2,91,2,-1,0,0
57,5,0,1,0,789,0,0,19,2,2635,3,-1,0,0
49,0,3,0,0,1115,0,0,19,2,138,9,-1,0,0
46,2,0,0,0,341,0,0,19,2,318,2,-1,0,0
49,3,0,3,0,226,1,0,19,2,326,5,-1,0,0
58,2,0,4,0,2445,0,0,19,2,1403,3,-1,0,0
50,10,0,3,0,0,0,0,20,2,179,2,-1,0,0
43,1,3,1,0,6835,0,0,20,2,262,2,-1,0,0
41,6,0,1,0,4178,0,0,20,2,168,2,-1,0,0
37,3,0,1,0,1818,1,0,20,2,193,11,-1,0,0
53,3,0,1,0,208,0,0,20,2,333,15,-1,0,0
45,2,0,0,0,0,1,0,20,2,50,2,-1,0,0
43,3,0,4,0,-19,0,1,20,2,241,2,-1,0,0
37,2,0,0,0,2685,0,0,20,2,187,2,-1,0,0
56,1,0,0,0,1062,0,0,20,2,37,2,-1,0,0
50,9,0,1,0,17,0,0,20,2,189,2,-1,0,0
59,5,3,1,0,602,0,0,20,2,89,3,-1,0,0
53,9,3,1,0,0,0,0,20,2,101,2,-1,0,0
36,11,0,0,0,408,0,0,20,2,112,3,-1,0,0
36,9,1,3,0,2562,0,0,20,2,489,2,-1,0,0
41,1,3,4,0,143,0,0,20,2,141,4,-1,0,0
56,0,3,0,1,-1968,0,0,20,2,60,3,-1,0,0
39,1,1,0,0,610,0,0,20,2,241,2,-1,0,0
50,0,0,0,0,89,0,0,20,2,35,2,-1,0,0
50,3,0,3,0,-141,1,0,20,2,61,2,-1,0,0
50,5,0,3,0,29,0,0,20,2,135,5,-1,0,0
38,3,1,1,0,3054,0,0,20,2,24,11,-1,0,0
46,10,0,3,0,4064,0,0,20,2,62,4,-1,0,0
57,6,3,4,0,887,0,0,20,2,43,8,-1,0,0
57,0,0,1,0,570,0,0,20,2,75,2,-1,0,0
52,3,0,1,0,5614,1,0,20,2,177,3,-1,0,0
49,3,3,3,0,912,0,0,20,2,170,2,-1,0,0
57,4,0,4,0,2266,0,0,20,2,42,5,-1,0,0
35,6,1,1,0,2830,0,0,20,2,22,12,-1,0,0
50,3,0,3,0,480,1,0,20,2,99,5,-1,0,0
56,9,3,3,0,438,0,0,20,2,139,2,-1,0,0
54,3,0,3,0,-51,0,0,20,2,198,10,-1,0,0
39,10,0,3,0,4899,0,0,20,2,394,2,-1,0,0
60,5,0,0,0,2868,0,0,20,2,42,7,-1,0,0
28,3,0,3,0,103,1,0,20,2,41,28,-1,0,0
45,3,0,3,0,360,0,0,20,2,98,2,-1,0,0
52,3,0,3,0,1624,0,0,20,2,114,3,-1,0,0
56,1,0,0,0,52,0,0,20,2,191,3,-1,0,0
37,1,0,1,0,2209,0,0,20,2,167,2,-1,0,0
30,0,0,0,0,34,1,1,20,2,238,3,-1,0,0
41,0,0,1,0,1273,0,0,20,2,73,3,-1,0,0
51,6,0,1,0,37,0,1,20,2,206,2,-1,0,0
59,5,0,3,0,6955,0,1,20,2,179,10,-1,0,0
39,0,1,0,0,490,0,0,20,2,44,3,-1,0,0
56,7,0,1,0,1860,1,0,20,2,129,5,-1,0,0
41,2,0,0,0,3135,1,1,20,2,160,3,-1,0,0
50,0,0,0,0,67,0,1,20,2,156,3,-1,0,0
57,2,0,0,0,0,1,1,20,2,512,2,-1,0,0
36,8,1,1,0,1173,1,1,20,2,50,5,-1,0,0
38,0,0,0,0,2978,0,1,20,2,65,2,-1,0,0
32,3,0,1,0,1873,1,1,20,2,23,24,-1,0,0
58,1,0,3,0,4015,0,0,20,2,106,3,-1,0,0
38,8,0,1,0,746,0,0,20,2,256,3,-1,0,0
48,8,3,1,1,7,0,0,20,2,633,2,-1,0,0
42,2,0,1,0,1002,0,0,20,2,109,3,-1,0,0
56,3,0,1,0,337,1,0,20,2,99,2,-1,0,0
40,10,0,3,0,746,0,0,20,2,246,3,-1,0,0
56,3,0,3,0,770,1,0,20,2,59,3,-1,0,0
60,10,3,0,0,662,0,0,20,2,241,4,-1,0,0
36,0,0,1,0,1736,1,0,20,2,63,1,-1,0,0
37,3,1,1,0,847,0,0,20,2,54,1,-1,0,0
46,1,1,1,0,3494,1,0,20,2,87,1,-1,0,0
59,3,0,1,0,-162,1,1,20,2,122,1,-1,0,0
43,9,0,3,0,519,0,0,20,2,973,2,-1,0,1
46,3,0,3,0,4,0,1,20,2,166,1,-1,0,0
39,2,0,1,0,0,0,0,20,2,375,1,-1,0,0
56,2,3,3,0,3,0,0,20,2,111,1,-1,0,0
43,3,0,3,0,1794,1,0,20,2,35,1,-1,0,0
51,5,0,1,0,806,0,0,20,2,32,1,-1,0,0
46,1,0,1,0,0,0,0,20,2,625,1,-1,0,0
55,1,0,1,0,0,1,1,20,2,124,1,-1,0,0
58,1,0,1,0,683,0,0,20,2,157,2,-1,0,0
60,5,0,1,0,1690,0,0,20,2,1467,4,-1,0,1
53,9,0,1,0,2057,1,0,20,2,134,1,-1,0,0
53,1,0,1,0,472,1,1,20,2,325,1,-1,0,0
38,3,0,3,0,15477,0,0,20,2,114,2,-1,0,0
48,0,0,0,0,5320,1,0,20,2,792,1,-1,0,1
50,1,3,0,0,261,0,0,20,2,155,1,-1,0,0
35,8,1,1,0,250,0,0,20,2,170,1,-1,0,0
45,3,1,3,0,1006,0,0,20,2,124,1,-1,0,0
38,1,0,1,0,0,1,0,20,2,111,1,-1,0,0
49,1,1,4,0,443,0,0,20,2,25,11,-1,0,0
35,10,3,3,0,1465,0,0,20,2,40,1,-1,0,0
57,0,0,4,0,1054,0,0,20,2,25,3,-1,0,0
47,1,3,0,0,194,0,0,20,2,368,2,-1,0,0
40,9,0,0,0,2135,1,0,20,2,95,1,-1,0,0
44,7,0,1,0,522,0,1,20,2,911,1,-1,0,1
53,3,0,1,0,1777,1,0,20,2,253,1,-1,0,0
59,9,0,0,0,279,0,0,20,2,41,1,-1,0,0
55,10,3,3,0,0,0,0,20,2,398,2,-1,0,0
56,5,1,1,0,4365,0,0,20,2,361,1,-1,0,0
45,3,0,4,0,550,0,1,20,2,97,1,-1,0,0
31,3,0,3,0,224,1,0,20,2,20,19,-1,0,0
49,3,0,3,0,1119,1,0,20,2,493,1,-1,0,0
42,1,0,1,0,297,0,0,20,2,65,1,-1,0,0
45,10,0,3,0,4994,0,0,20,2,48,1,-1,0,0
26,3,1,1,0,-46,1,0,20,2,382,7,-1,0,1
40,2,3,0,0,224,0,0,20,2,606,1,-1,0,0
46,7,0,1,0,457,1,1,20,2,74,1,-1,0,0
52,10,3,3,0,1697,0,0,20,2,153,1,-1,0,0
52,5,0,0,0,2269,0,0,20,2,1210,1,-1,0,1
50,1,3,1,0,396,0,0,20,2,716,2,-1,0,1
42,9,0,1,0,0,1,0,20,2,158,1,-1,0,0
54,3,0,3,0,2281,1,0,20,2,158,1,-1,0,0
48,2,3,0,0,0,1,1,20,2,139,1,-1,0,0
57,1,0,1,0,9689,1,0,20,2,313,1,-1,0,0
43,0,0,4,0,0,0,0,20,2,273,1,-1,0,0
44,0,0,1,0,-1746,1,0,20,2,218,1,-1,0,0
43,4,0,4,0,1517,0,0,20,2,45,1,-1,0,0
52,0,0,0,0,1545,0,0,20,2,115,4,-1,0,0
43,0,1,3,0,0,0,0,20,2,280,1,-1,0,0
35,6,0,1,0,165,0,1,20,2,109,1,-1,0,0
51,3,0,1,1,0,0,1,20,2,179,3,-1,0,0
42,4,1,4,1,61,0,0,20,2,115,1,-1,0,0
44,7,0,1,0,-254,0,0,20,2,25,1,-1,0,0
56,0,3,0,0,310,0,0,20,2,75,4,-1,0,0
42,8,0,3,0,3717,0,0,20,2,235,1,-1,0,0
38,0,0,4,0,933,0,0,20,2,95,2,-1,0,0
35,8,0,1,0,347,0,0,20,2,231,1,-1,0,0
41,1,3,0,0,24055,0,1,20,2,132,1,-1,0,0
47,8,0,0,0,1917,0,0,20,2,39,2,-1,0,0
44,7,1,1,0,2886,0,0,20,2,31,1,-1,0,0
50,6,0,4,0,-1137,1,1,20,2,64,1,-1,0,0
54,7,0,4,0,386,0,1,20,2,838,1,-1,0,1
38,9,0,1,0,1604,0,0,20,2,1276,1,-1,0,0
43,6,0,1,0,584,0,0,20,2,27,1,-1,0,0
39,8,1,1,0,759,1,0,20,2,100,1,-1,0,0
43,3,3,4,1,1,0,0,20,2,188,1,-1,0,0
58,5,0,1,0,5523,0,0,20,2,141,1,-1,0,0
44,3,0,3,1,0,0,1,20,2,144,1,-1,0,0
57,9,0,1,0,468,1,0,20,2,329,1,-1,0,0
57,1,0,1,0,0,0,0,20,2,45,4,-1,0,0
40,7,0,1,0,5807,1,0,20,2,98,1,-1,0,0
44,7,0,1,0,179,1,0,20,2,75,3,-1,0,0
44,3,1,3,0,10984,0,0,20,2,258,18,-1,0,0
40,1,0,1,0,109,0,0,20,2,402,22,-1,0,0
54,8,0,3,0,1463,0,0,20,2,60,1,-1,0,0
40,8,3,1,0,1876,0,1,20,2,269,1,-1,0,0
56,0,0,0,0,0,0,1,20,2,422,1,-1,0,1
37,9,0,1,0,1038,0,0,20,2,307,3,-1,0,0
57,6,0,0,0,9311,0,0,20,2,485,3,-1,0,0
50,6,3,1,0,0,1,0,20,2,174,1,-1,0,0
57,0,0,0,0,9103,0,1,20,2,1098,2,-1,0,1
30,3,3,1,1,457,1,0,20,2,115,20,-1,0,0
43,7,1,0,0,126,1,0,20,2,351,2,-1,0,0
46,3,3,3,0,0,0,0,20,2,62,2,-1,0,0
41,6,0,1,0,0,0,0,20,2,89,1,-1,0,0
43,2,0,1,0,0,1,0,20,2,113,1,-1,0,0
49,3,0,3,0,923,0,0,20,2,471,2,-1,0,0
36,0,0,0,0,1355,1,0,20,2,256,8,-1,0,0
55,5,0,1,0,5,0,0,20,2,108,1,-1,0,0
41,3,0,1,0,167,0,0,20,2,48,1,-1,0,0
38,3,0,1,0,1005,0,0,20,2,76,12,-1,0,0
35,3,0,3,0,14,1,0,20,2,35,1,-1,0,0
55,7,3,1,0,1735,0,0,20,2,375,2,-1,0,0
47,7,3,1,0,287,0,0,20,2,63,1,-1,0,0
52,0,0,0,0,0,0,0,20,2,166,1,-1,0,0
41,3,1,3,0,-206,0,0,20,2,342,1,-1,0,0
36,3,0,1,0,0,0,0,20,2,332,3,-1,0,0
56,5,0,1,0,878,0,0,20,2,123,3,-1,0,0
53,7,3,1,0,-223,0,0,20,2,160,1,-1,0,0
57,5,0,3,0,1466,0,0,20,2,326,1,-1,0,0
56,0,0,1,0,3164,0,0,20,2,245,3,-1,0,0
44,0,0,0,0,2400,0,0,20,2,82,1,-1,0,0
40,0,0,1,0,408,1,0,20,2,37,4,-1,0,0
41,1,0,0,0,0,0,0,20,2,95,1,-1,0,0
47,8,0,3,0,2559,0,0,20,2,374,1,-1,0,0
36,8,1,0,0,977,0,0,20,2,172,2,-1,0,0
45,3,0,3,0,0,0,1,20,2,74,2,-1,0,0
57,1,0,0,0,27069,0,1,20,2,174,3,-1,0,0
48,0,0,1,0,3260,0,0,20,2,111,3,-1,0,0
56,3,0,4,0,665,1,0,20,2,109,2,-1,0,0
46,10,0,3,0,296,1,0,20,2,205,4,-1,0,0
56,4,0,4,0,0,0,0,20,2,471,2,-1,0,0
27,6,0,1,0,-48,1,0,20,2,168,2,-1,0,0
38,0,0,0,0,0,1,0,20,2,211,2,-1,0,0
60,1,0,1,0,0,0,0,20,2,105,2,-1,0,0
25,3,0,1,0,-306,1,0,20,2,534,3,-1,0,0
37,3,0,1,0,43,1,0,20,2,250,3,-1,0,0
41,0,0,1,1,-771,0,1,20,2,343,2,-1,0,0
42,1,0,0,0,-215,0,0,20,2,1573,5,-1,0,1
56,8,0,1,0,549,0,1,20,2,181,2,-1,0,0
47,1,0,1,0,302,1,0,20,2,89,3,-1,0,0
28,7,0,1,0,-494,1,0,20,2,232,2,-1,0,0
49,0,3,0,0,557,1,0,20,2,126,5,-1,0,0
56,5,0,1,0,5879,0,0,20,2,237,3,-1,0,0
51,0,0,0,0,3045,0,1,20,2,208,2,-1,0,0
60,3,0,1,0,196,0,0,20,2,583,3,-1,0,0
50,10,0,3,0,1098,0,0,20,2,174,3,-1,0,0
36,3,1,1,0,7123,0,0,20,2,26,17,-1,0,0
52,3,0,1,0,1500,0,1,20,2,109,3,-1,0,0
51,5,0,1,0,1295,0,1,20,2,288,2,-1,0,0
43,6,0,1,0,672,1,0,20,2,14,6,-1,0,0
20,11,1,1,0,-322,1,0,20,2,73,4,-1,0,0
36,3,0,3,0,44,0,0,20,2,11,2,-1,0,0
47,7,0,1,0,1111,0,0,20,2,415,4,-1,0,0
39,6,1,1,0,470,1,0,20,2,44,2,-1,0,0
53,5,0,3,0,3975,0,0,20,2,23,2,-1,0,0
38,1,3,0,0,348,0,0,20,2,446,1,-1,0,0
29,3,1,1,0,908,1,0,20,2,1663,1,-1,0,1
60,4,0,3,0,4722,0,0,20,2,459,3,-1,0,0
43,6,0,1,0,506,0,0,20,2,398,1,-1,0,0
47,1,0,0,0,1694,0,1,20,2,560,3,-1,0,1
55,10,0,3,0,16,0,0,20,2,64,1,-1,0,0
42,6,0,1,1,-9,0,0,20,2,248,1,-1,0,0
39,1,3,1,0,80,0,0,20,2,124,2,-1,0,0
51,9,0,1,0,495,1,1,20,2,154,8,-1,0,0
57,0,0,0,0,-92,1,1,20,2,1617,1,-1,0,1
39,2,3,0,1,-251,0,0,20,2,421,6,-1,0,0
60,2,0,1,0,1393,0,0,20,2,591,6,-1,0,0
47,8,0,1,0,1121,0,0,20,2,454,6,-1,0,0
57,6,0,4,0,5,0,0,20,2,165,2,-1,0,0
37,8,0,1,0,1549,1,0,20,2,161,7,-1,0,0
40,3,0,3,0,0,0,0,20,2,618,4,-1,0,0
38,7,0,1,0,293,0,0,20,2,70,2,-1,0,0
41,3,0,1,0,2067,1,0,20,2,120,4,-1,0,0
36,10,1,3,0,207,0,0,20,2,1478,5,-1,0,0
